name,age,educational level,number of not paid past credits,dependents,profession,working sector,monthly income,monthly expenditure,savings (debt),debt-to-income ratio before credit,credit: monthly amount,credit-to-income ratio,type of credit,requested_loan_duration,debt-to-income ratio after credit,collateral,estimated seizable assets,y-categorical-default,PD_LR,PD_NN,PD_RF
name499,46,high school or lower,1,3,LowSkilled,Cleaning Services,1351.0,1729.548130508339,-378.548130508339,0.2801984681778971,822.3165483423545,0.3429745395751363,mortgages,24,0.8888709688014016,0,1915.3671116814403,1,0.5574981598927905,0.59240955,0.79
name500,43,bachelor degree,0,0,HighSkilled,Finance,4795.0,6379.409095312572,-1584.4090953125717,0.3304294255083569,1806.7554796379425,0.6209076252658059,auto loans,36,0.7072293169865514,34397,37198.35320537724,0,0.24318122429524167,0.13884845,0.15
name501,50,high school or lower,0,0,LowSkilled,Transportation,1998.0,1086.49884694921,911.50115305079,0.0,1783.2654046463783,0.9643766583223984,simple loans,36,0.4363184442420362,21161,25964.269371656817,1,0.4882381867825621,0.7289688,0.66
name502,30,post graduate degree,0,0,HighSkilled,Consultant,2907.0,3641.875288123163,-734.875288123163,0.252795076753754,1321.3702101481242,0.2641254239252409,auto loans,24,0.7073427926629814,64217,70112.80347519334,0,0.08180640001138914,0.04590787,0.32
name503,45,ausbildung,0,1,MediumSkilled,Electrician,2170.0,2487.377143752361,-317.3771437523605,0.1462567482729772,1439.3353320368192,0.672953288495095,mortgages,12,0.809544919718516,27030,22628.570916962923,0,0.26964866720814346,0.15539683,0.15
name504,56,high school or lower,0,0,LowSkilled,Agriculture,1813.0,2168.494132409768,-355.49413240976764,0.1960806025426186,1342.0231187382165,0.2438047638201732,simple loans,60,0.9363029515432896,24356,32382.908457283283,0,0.10131412089766059,0.07404747,0.19
name505,54,ausbildung,0,0,MediumSkilled,Artist,3329.0,2799.9647755877504,529.0352244122496,0.0,1017.4484479050262,0.5673470152992244,auto loans,48,0.1467146961528316,16128,20753.174249451688,1,0.3291374780408488,0.3145155,0.61
name506,42,bachelor degree,0,1,HighSkilled,Engineering,5080.0,4522.4386275829975,557.5613724170025,0.0,1635.9597567385224,0.2089206667484354,mortgages,12,0.2122831465199842,33338,44452.61932948357,0,0.03690267067326294,0.019589234,0.08
name507,52,high school or lower,0,1,LowSkilled,Agriculture,1748.0,2687.547837461132,-939.5478374611316,0.5374987628496176,1154.3089133512267,0.31698883640107,auto loans,48,1.1978585530963148,0,2333.4682940017165,0,0.24732645344267756,0.23041771,0.1
name508,48,post graduate degree,1,0,HighSkilled,Engineering,6155.0,4188.714754199375,1966.2852458006248,0.0,5129.024683429448,0.223283441703455,mortgages,24,0.5138488119624408,39661,60745.5187841108,0,0.11162349657489024,0.102884084,0.18
name509,44,ausbildung,0,3,MediumSkilled,Nursing,2546.0,3012.1654332577355,-466.16543325773546,0.1830971850973038,1775.1057382118431,0.5830005883018728,mortgages,48,0.8803107507735973,14459,19486.19651120394,1,0.5078620497334999,0.56546193,0.74
name510,51,bachelor degree,1,0,HighSkilled,Finance,8881.0,8891.827584239216,-10.827584239215868,0.0012191852538245,4846.792470675477,0.2138474332809894,auto loans,12,0.5469676900027803,0,21850.26210544104,1,0.19611462903978383,0.15207538,0.23
name511,58,post graduate degree,0,3,HighSkilled,Doctor,8390.0,10327.01314242518,-1937.0131424251813,0.2308716498718928,5333.637292434896,0.7424042760524223,simple loans,12,0.8665852723313561,0,15629.03469506924,0,0.25060605271795383,0.23163748,0.17
name512,44,ausbildung,0,0,MediumSkilled,Nursing,3149.0,2668.392305035617,480.607694964383,0.0,2733.368176135814,0.301283378906003,auto loans,24,0.7153891651862276,46551,55945.56377348575,1,0.2539248608016506,0.2907337,0.62
name513,53,bachelor degree,1,0,HighSkilled,Doctor,8460.0,4095.479118852848,4364.520881147153,0.0,1692.703134648934,0.65095723667827,mortgages,24,0.0,76079,96971.92018608184,1,0.22665728010081382,0.28483522,0.62
name514,45,post graduate degree,0,0,HighSkilled,Research,4749.0,7724.229873267162,-2975.2298732671625,0.6264960777568251,1950.37349510276,0.2647953505364051,mortgages,48,1.0371874854432348,67952,76648.12592424097,1,0.4406811159372049,0.49655697,0.73
name515,38,high school or lower,1,0,Unemployed_LowSkilled,Manufacturing,600.0,410.6303824409652,189.36961755903485,0.0,545.9144575031235,0.6765920057498139,auto loans,48,0.5942413999068143,24104,23990.96056028968,1,0.7395403517278576,0.7428256,0.83
name516,53,high school or lower,1,0,LowSkilled,Manufacturing,1711.0,1735.0672438306526,-24.06724383065261,0.0140661857572487,1104.2563323389177,0.7574749519392389,simple loans,12,0.6594527037811633,0,2429.3211992266342,1,0.5703651078354097,0.5696068,0.58
name517,52,high school or lower,1,0,LowSkilled,Agriculture,2396.0,2165.87958697628,230.12041302372015,0.0,1370.0839958471895,0.956985437064102,mortgages,48,0.4757777891583762,20957,24272.008300684956,1,0.5439748122318891,0.7098853,0.78
name518,49,high school or lower,1,0,LowSkilled,Construction,1558.0,1128.9991301836033,429.0008698163968,0.0,798.085161103938,0.7672083563866495,auto loans,36,0.2368962075016311,7388,9932.05185938961,1,0.3835107444180055,0.31699196,0.82
name519,50,high school or lower,1,1,LowSkilled,Construction,1992.0,1419.6004953215738,572.3995046784262,0.0,1791.1226932493864,0.7902014286146678,mortgages,12,0.6118088296038957,17437,21963.556868409574,0,0.4342457890428997,0.39417243,0.33
name520,51,bachelor degree,1,0,HighSkilled,Engineering,6851.0,8273.613806377933,-1422.6138063779326,0.2076505336998879,6088.097051264715,0.2278862143041377,mortgages,48,1.096294096867997,55589,77385.1311942353,0,0.11943640730678898,0.17306504,0.15
name521,37,post graduate degree,1,1,HighSkilled,Finance,5217.0,3356.0317109713583,1860.9682890286415,0.0,3097.22352391413,0.5946165376250035,auto loans,48,0.2369666925216577,19710,29120.4414837956,0,0.42481396760976414,0.325339,0.1
name522,31,bachelor degree,1,1,HighSkilled,Finance,4357.0,2279.500516455916,2077.4994835440843,0.0,3076.120237502272,0.9741935338364894,auto loans,48,0.2291991631760815,42593,48028.74048019305,0,0.5708510429800182,0.4926948,0.08
name523,32,ausbildung,0,0,MediumSkilled,Electrician,1894.0,1094.04562912723,799.9543708727701,0.0,530.020298770984,0.6718138768759996,auto loans,36,0.0,27881,32820.7592481307,0,0.22988714467900465,0.2498213,0.06
name524,36,ausbildung,1,1,MediumSkilled,Nursing,1412.0,2793.952291181336,-1381.9522911813356,0.9787197529612858,524.4923864857416,0.3391106053468199,simple loans,48,1.3501732844667684,0,1364.9111983334603,1,0.8695442742199994,0.87703747,0.86
name525,32,post graduate degree,1,0,HighSkilled,Engineering,2629.0,1610.99464276092,1018.00535723908,0.0,1760.2920844213684,0.906230978326544,auto loans,12,0.2823456550712394,54628,52753.63136571547,1,0.3646063729530234,0.4215744,0.34
name526,38,bachelor degree,1,2,HighSkilled,Engineering,4809.0,4387.322207850949,421.67779214905113,0.0,2990.688957482991,0.8899361155683978,auto loans,36,0.5342090175366896,38074,50520.92972236235,0,0.3270709495778386,0.34229842,0.13
name527,53,bachelor degree,0,4,Unemployed_HighSkilled,Consultant,4000.0,4391.493968540607,-391.4939685406071,0.0978734921351517,2282.836362285305,0.9642116265862868,auto loans,24,0.668582582706478,20953,25641.46627079887,0,0.1948173617363097,0.15665318,0.14
name528,31,high school or lower,0,0,LowSkilled,Manufacturing,894.0,733.0175826527618,160.9824173472382,0.0,795.116005046879,0.3066783453605995,auto loans,48,0.7093216864649226,0,1451.3738769447111,0,0.20169638185116512,0.20197205,0.24
name529,35,high school or lower,0,0,LowSkilled,Transportation,971.0,930.6348921681137,40.36510783188646,0.0,641.6003406496005,0.4168192189098796,auto loans,60,0.6191917948689125,0,1891.138653968438,0,0.24893211145318045,0.20180836,0.18
name530,31,bachelor degree,0,0,HighSkilled,Consultant,2626.0,2205.6006776393338,420.3993223606663,0.0,1559.0913739911668,0.5227955418701777,auto loans,24,0.4336222588082637,77645,85302.7009753234,0,0.062362491590217374,0.045256615,0.03
name531,35,high school or lower,0,0,LowSkilled,Cleaning Services,703.0,767.0570487770186,-64.05704877701862,0.0911195572930563,558.3275164149895,0.5139548992480778,auto loans,48,0.8853265507709931,0,1031.931309225206,0,0.27154478459924797,0.18434364,0.4
name532,45,bachelor degree,0,1,HighSkilled,Consultant,5743.0,4864.143081575507,878.8569184244934,0.0,5594.878652810002,0.6466562916749985,auto loans,60,0.82117738714705,52974,62585.02829284663,1,0.09030644926848755,0.039781336,0.08
name533,58,bachelor degree,0,0,HighSkilled,Consultant,10816.0,9477.17303701971,1338.8269629802908,0.0,2569.924348444451,0.6286857461563581,auto loans,48,0.1138218736560799,0,28444.902065081096,0,0.09034134801823958,0.07681463,0.09
name534,39,bachelor degree,0,0,HighSkilled,Engineering,4775.0,5530.9163057032565,-755.9163057032565,0.1583070797284307,3181.5593456311904,0.8803534426210206,simple loans,24,0.8246022306459575,68344,67511.17226972569,0,0.1808276800938265,0.1117667,0.11
name535,45,ausbildung,0,1,MediumSkilled,Nursing,2521.0,1832.5441746349252,688.4558253650746,0.0,1867.4525152544927,0.2135823163061594,auto loans,24,0.467670245890289,23416,25502.394734722453,1,0.22734984578144105,0.26822832,0.71
name536,58,high school or lower,0,1,LowSkilled,Manufacturing,2509.0,2321.9615829647805,187.03841703521948,0.0,2367.952242882217,0.7042689226696697,mortgages,36,0.8692362797317646,8720,12384.783713142862,0,0.3157638409328342,0.2923352,0.13
name537,36,ausbildung,1,0,MediumSkilled,Teacher,2693.0,1713.4740317068415,979.5259682931584,0.0,2465.72949742822,0.75952234330892,simple loans,60,0.5518765425677911,20496,19170.614311804115,1,0.5769945401880819,0.46293107,0.66
name538,36,bachelor degree,0,1,HighSkilled,Consultant,3472.0,4189.172219623468,-717.1722196234678,0.2065588190159757,2189.946438324352,0.6114614720987084,auto loans,24,0.8373037609296716,26301,31102.592170471074,0,0.11254566785341244,0.06271317,0.1
name539,56,bachelor degree,0,1,HighSkilled,Consultant,10891.0,11214.401255070385,-323.40125507038283,0.0296943581921203,6209.808122657763,0.8794917741218514,auto loans,24,0.5998723145467033,19668,49215.4455855721,0,0.1895297800636372,0.13494077,0.08
name540,59,post graduate degree,1,1,HighSkilled,Doctor,9002.0,5163.810599127852,3838.189400872148,0.0,2198.119145982511,0.255239462533972,simple loans,48,0.0,40112,64788.74450800005,0,0.13692295749418393,0.3525142,0.06
name541,35,bachelor degree,0,0,HighSkilled,Consultant,3944.0,3676.291168557692,267.7088314423081,0.0,2210.101404510964,0.5377914233922836,simple loans,36,0.4924930459099025,64106,81644.68452716449,0,0.06131399691381889,0.06974451,0.04
name542,56,ausbildung,1,2,MediumSkilled,Artist,4707.0,4699.447007010383,7.552992989617451,0.0,3197.860653938988,0.4805519980793749,mortgages,24,0.6777794053429723,0,9397.167242196663,1,0.6000857363968627,0.6710104,0.34
name543,32,high school or lower,0,0,LowSkilled,Agriculture,1279.0,866.3006085879841,412.6993914120159,0.0,1123.6403832468152,0.9740271516666358,auto loans,36,0.5558569130842841,18440,21077.67274612972,0,0.38713355268104116,0.3928762,0.3
name544,54,high school or lower,0,0,LowSkilled,Manufacturing,2287.0,1859.153871433263,427.846128566737,0.0,915.2496705374408,0.7630426696542986,auto loans,24,0.2131191700790134,0,3746.320124916897,1,0.344960513958701,0.39083272,0.8
name545,52,bachelor degree,0,1,HighSkilled,Doctor,5610.0,4857.779135572634,752.220864427366,0.0,1218.376214396891,0.7414361856234499,mortgages,12,0.0830936452708601,73254,76093.70618510728,0,0.10753271077896619,0.0934083,0.13
name546,55,ausbildung,0,3,MediumSkilled,Teacher,4139.0,3252.214316072598,886.7856839274018,0.0,3245.107209694491,0.6108445315063098,auto loans,36,0.5697805087622829,15145,24258.905582843567,1,0.2878097018934016,0.38939455,0.63
name547,42,high school or lower,0,0,LowSkilled,Transportation,1227.0,2391.2733604219743,-1164.2733604219743,0.9488780443536872,1194.6959682850445,0.9408013668019706,auto loans,12,1.922550390144269,0,942.5806397746012,1,0.8631634822899377,0.89430034,0.92
name548,45,bachelor degree,2,0,HighSkilled,Doctor,4684.0,5413.967391101784,-729.9673911017844,0.1558427393470931,3345.4757329691734,0.3969159956118387,auto loans,48,0.8700775243533214,58739,74270.116921805,0,0.3014628063645015,0.38947475,0.32
name549,56,ausbildung,1,1,MediumSkilled,Teacher,4914.0,5372.867685896558,-458.8676858965582,0.093379667459617,3512.9212229139625,0.4071587630178769,auto loans,24,0.8082598512027922,0,11478.850872628444,1,0.41677494878800314,0.4788884,0.74
name550,45,post graduate degree,2,0,HighSkilled,Research,5978.0,4449.243599586518,1528.756400413482,0.0,1730.9643994928294,0.9922119748856596,simple loans,48,0.0338253594980507,19003,33876.49108770841,1,0.8923215816872471,0.781335,0.84
name551,45,high school or lower,1,1,LowSkilled,Agriculture,1689.0,1778.8552289546012,-89.85522895460122,0.0532002539695685,1517.990746094067,0.2032429185621719,simple loans,24,0.95195143578962,7541,9854.757593157095,0,0.23928587071902324,0.20771246,0.11
name552,38,bachelor degree,0,0,Unemployed_HighSkilled,Consultant,2250.0,2335.4015059382805,-85.40150593828048,0.0379562248614579,760.3740491017138,0.3631725148507282,auto loans,60,0.3759002466844419,64198,56178.24442267703,0,0.04489462909847166,0.09428488,0.1
name553,57,ausbildung,2,0,MediumSkilled,Teacher,4980.0,2091.688226822542,2888.311773177458,0.0,1086.5429691869956,0.4764429023815011,mortgages,12,0.0,15614,20138.044882336355,0,0.6476943867749378,0.5502832,0.43
name554,36,ausbildung,0,1,MediumSkilled,Electrician,2613.0,2433.376892028924,179.62310797107602,0.0,1658.1646774920166,0.5202498544836531,simple loans,24,0.5658406312747573,15186,18690.693583180437,1,0.1895767225078325,0.1715229,0.7
name555,33,ausbildung,1,0,Unemployed_MediumSkilled,Artist,900.0,780.4226369341142,119.57736306588583,0.0,899.5856270740373,0.2596577370084628,mortgages,36,0.8666758488979461,0,1494.3281830481997,1,0.36180881640348006,0.38273025,0.42
name556,57,high school or lower,1,3,LowSkilled,Agriculture,2528.0,2110.03725979444,417.96274020555984,0.0,847.0041331310425,0.4019170155580182,simple loans,48,0.1697157408724219,0,5332.424223323621,0,0.3097362825629574,0.21045946,0.19
name557,36,bachelor degree,1,4,HighSkilled,Finance,3869.0,4789.875696066482,-920.8756960664824,0.2380138785387651,1730.221497187919,0.8166760384793218,auto loans,24,0.6852150925961235,63522,79744.92876195438,1,0.6198514111158351,0.66070604,0.7
name558,42,high school or lower,0,0,LowSkilled,Agriculture,1724.0,934.6368189797304,789.3631810202697,0.0,1471.5235927540516,0.2170286903831049,auto loans,12,0.39568469358108,0,3352.5483016693825,0,0.10222912282885434,0.13170974,0.22
name559,38,high school or lower,2,1,LowSkilled,Agriculture,1045.0,1742.8747213205886,-697.8747213205886,0.6678226998283144,677.0954380547859,0.8767168267888659,auto loans,24,1.3157609180625591,0,1130.9825902884031,1,0.9281625232101993,0.9125123,0.9
name560,45,post graduate degree,0,1,Unemployed_HighSkilled,Doctor,3000.0,2935.514495524399,64.48550447560092,0.0,2866.781707853901,0.4715925281005254,simple loans,48,0.9340987344594336,55366,65017.22006578374,0,0.06453600155591661,0.09489753,0.09
name561,54,bachelor degree,2,0,HighSkilled,Engineering,8563.0,9300.36844143449,-737.3684414344898,0.0861109939781022,3484.372025865277,0.3236861709580984,auto loans,24,0.4930211920237962,48838,62828.0984773808,1,0.30743069602657214,0.31038564,0.79
name562,42,ausbildung,1,1,MediumSkilled,Electrician,2121.0,1466.6160715485628,654.3839284514372,0.0,585.3310409677848,0.4017303730043158,mortgages,12,0.0,28107,31041.32949372224,0,0.30572547340432343,0.21972391,0.13
name563,54,ausbildung,0,3,MediumSkilled,Electrician,1750.0,5107.665771201966,-3357.665771201966,1.918666154972552,1715.5468410721328,0.6898941871038794,auto loans,36,2.8989786355852,49556,46549.46168536901,1,0.9210056541418731,0.85936683,0.88
name564,54,ausbildung,0,1,MediumSkilled,Teacher,2400.0,2971.181668281099,-571.1816682810991,0.2379923617837912,1727.6516262903333,0.8288206418378063,simple loans,36,0.95784720607143,0,4116.395138851088,0,0.3921653445523727,0.28637218,0.22
name565,49,ausbildung,0,0,MediumSkilled,Teacher,3134.0,1986.6520175381077,1147.3479824618926,0.0,1541.0731973233208,0.2244237865483474,simple loans,48,0.1256302536252164,43570,49974.358346059285,0,0.11768240273652858,0.063736565,0.03
name566,54,bachelor degree,1,0,HighSkilled,Consultant,7534.0,4964.001379868228,2569.9986201317724,0.0,1682.3251428518463,0.9187002386334736,auto loans,12,0.0,38885,57402.97308637293,1,0.3033650175703439,0.23327407,0.36
name567,46,high school or lower,0,0,LowSkilled,Manufacturing,2203.0,1347.846647745104,855.1533522548959,0.0,992.9408093376624,0.816790883476046,mortgages,24,0.0625453731651232,0,4270.239586801344,0,0.41136179341639767,0.4489879,0.25
name568,54,ausbildung,0,0,MediumSkilled,Nursing,3137.0,2876.380859437407,260.6191405625932,0.0,1253.0895185579343,0.559711376553232,mortgages,24,0.3163756385066437,19696,24056.34386553053,0,0.32124171452928857,0.3278722,0.21
name569,57,bachelor degree,0,0,HighSkilled,Engineering,10337.0,8876.942681215125,1460.057318784875,0.0,7453.18934875379,0.4872855957338622,simple loans,36,0.5797747924899792,55264,76299.53450110335,0,0.08040208328513923,0.07145755,0.09
name570,53,bachelor degree,0,1,HighSkilled,Doctor,8091.0,4522.845978858533,3568.1540211414667,0.0,5895.455045878069,0.2980421315576352,auto loans,24,0.2876407149594119,57099,79354.74447974312,0,0.05509647523220767,0.07996477,0.07
name571,30,ausbildung,0,1,MediumSkilled,Teacher,1626.0,1659.821106910989,-33.8211069109891,0.0208001887521458,1092.5498047079489,0.5519394271454773,simple loans,12,0.6927250378960258,35171,37981.42153806923,1,0.2808364444430148,0.38809514,0.63
name572,40,bachelor degree,2,0,HighSkilled,Finance,3781.0,4084.082820235579,-303.0828202355792,0.0801594340744721,2771.356873721754,0.4921019359655174,mortgages,36,0.813128720962003,52901,67499.81610305709,1,0.4796746707927289,0.714518,0.8
name573,52,high school or lower,1,1,LowSkilled,Construction,2312.0,1520.805813270393,791.194186729607,0.0,882.0034175116753,0.9407771180582432,simple loans,60,0.0392773489541817,14178,16821.732889471918,0,0.4990594887619609,0.4077527,0.3
name574,30,bachelor degree,0,1,Unemployed_HighSkilled,Finance,1500.0,1497.4222211684078,2.5777788315922407,0.0,1320.3830105950717,0.4996342798836655,mortgages,60,0.878536821175653,0,3431.41294448958,0,0.10493899253916893,0.11198027,0.11
name575,36,bachelor degree,1,1,HighSkilled,Research,4211.0,3220.267930713178,990.732069286822,0.0,3618.516756746931,0.8836605480573612,simple loans,36,0.6240286600475206,0,12171.715187834085,0,0.6655646618856229,0.33777976,0.23
name576,38,high school or lower,1,1,LowSkilled,Manufacturing,885.0,770.3818001368436,114.6181998631564,0.0,684.047417741934,0.2005907490199924,simple loans,24,0.6434228450607657,0,1679.639504822803,0,0.34833941528398704,0.28785336,0.23
name577,45,ausbildung,1,0,MediumSkilled,Electrician,1868.0,2353.3196631916576,-485.3196631916576,0.2598071002096668,1179.1916478323749,0.4746486545260313,auto loans,60,0.8910660123254991,35486,38830.90152714609,0,0.37896315443753,0.39955282,0.19
name578,43,ausbildung,1,0,MediumSkilled,Teacher,1855.0,2056.6144336233992,-201.61443362339924,0.108687026212075,677.1379894758752,0.8145872776263763,auto loans,24,0.4737209828028433,46044,52362.409568786046,1,0.6027262822092402,0.71209186,0.57
name579,57,post graduate degree,0,2,HighSkilled,Engineering,5178.0,13455.687595933194,-8277.687595933194,1.5986264186815746,4760.201455673916,0.4236177480051478,simple loans,60,2.517939175667653,69098,68483.10242464764,1,0.6131263017736692,0.7621331,0.84
name580,36,bachelor degree,0,0,HighSkilled,Consultant,4283.0,5795.691940668798,-1512.6919406687985,0.3531851367426566,4119.9727950462575,0.7355868889674566,simple loans,36,1.3151213485209097,38701,50598.33400370487,1,0.17000948573402272,0.17161559,0.74
name581,49,bachelor degree,0,0,HighSkilled,Consultant,7706.0,6472.213397037221,1233.7866029627794,0.0,4416.580895195336,0.9847681200353516,auto loans,24,0.4130280680291405,62696,88698.3208518685,0,0.17139272273718245,0.097344525,0.03
name582,55,ausbildung,0,1,MediumSkilled,Artist,3088.0,2788.9136614949057,299.0863385050943,0.0,1363.742145214687,0.619460271249423,simple loans,48,0.3447719581313448,20605,26498.25351183468,0,0.3588564835854136,0.28849962,0.16
name583,53,bachelor degree,0,0,HighSkilled,Engineering,9257.0,7659.611072391739,1597.388927608261,0.0,7693.0740114326545,0.632026295131083,auto loans,48,0.6584946617505016,61219,82696.80399163296,0,0.10130986511556411,0.12803458,0.04
name584,37,high school or lower,0,3,LowSkilled,Manufacturing,1031.0,1249.505477879446,-218.5054778794461,0.2119354780595985,639.5985988281132,0.6098780785815032,simple loans,60,0.8323026932178071,23729,28362.94201597436,0,0.4653987055714297,0.49304104,0.15
name585,52,ausbildung,0,1,MediumSkilled,Teacher,4591.0,4300.071556641854,290.92844335814607,0.0,3205.0499999560598,0.9052114539196836,auto loans,48,0.6347465817028781,11634,22658.496796496514,1,0.3939520445535069,0.45928636,0.81
name586,56,post graduate degree,1,2,HighSkilled,Finance,9697.0,10288.312617405958,-591.312617405958,0.0609789231108547,8686.760488634696,0.5132783511912252,auto loans,24,0.956798299065758,49393,81748.47947348333,1,0.46736099078205645,0.4227054,0.42
name587,51,bachelor degree,0,0,HighSkilled,Consultant,7550.0,8477.702977312552,-927.7029773125524,0.1228745665314638,6118.143956614407,0.7347046373913544,auto loans,24,0.9332247594605244,73075,81406.65404886044,0,0.1447258504228616,0.07709723,0.13
name588,33,bachelor degree,1,0,HighSkilled,Consultant,3128.0,2698.670929549421,429.32907045057846,0.0,1653.3376546245445,0.7700286860426482,mortgages,48,0.391307092127227,0,7335.22414870101,1,0.20857412894068866,0.27091664,0.72
name589,55,bachelor degree,1,0,HighSkilled,Consultant,9513.0,5183.013640899229,4329.986359100771,0.0,8435.883500810656,0.2020735243938787,mortgages,12,0.4316090761810034,66287,90473.80864259138,0,0.11959643438658965,0.071960285,0.14
name590,51,ausbildung,0,1,MediumSkilled,Electrician,3290.0,2669.335570884401,620.6644291155985,0.0,2285.566020167264,0.389554200042398,simple loans,24,0.506049115821175,0,7259.2996878830545,0,0.12014776889376755,0.08451907,0.15
name591,34,post graduate degree,1,3,HighSkilled,Research,2780.0,3462.79814632751,-682.79814632751,0.2456108440027014,685.0993810987597,0.6453447047974757,auto loans,48,0.4920494702972193,12278,17782.046224435882,1,0.7434165944644082,0.6966564,0.86
name592,60,bachelor degree,0,1,HighSkilled,Research,6776.0,13064.608074847562,-6288.6080748475615,0.9280708492986366,5902.564337771018,0.7568264725673747,auto loans,24,1.7991694823817266,65899,75316.12951392973,1,0.7729613551286669,0.800656,0.8
name593,30,high school or lower,0,2,LowSkilled,Manufacturing,1116.0,1009.862248653939,106.137751346061,0.0,947.2974654045514,0.927272899862568,mortgages,48,0.7537273423463176,13823,12083.671366501092,0,0.5576835734680606,0.46742532,0.45
name594,45,bachelor degree,1,1,HighSkilled,Doctor,7880.0,5972.979887378902,1907.0201126210975,0.0,5380.58484557427,0.3799323815112592,auto loans,24,0.4408077072275599,11139,29507.04311401235,1,0.16689289280961495,0.14109868,0.35
name595,60,ausbildung,0,0,MediumSkilled,Artist,4551.0,3644.17114573293,906.8288542670692,0.0,2875.57909499451,0.4247197754871529,auto loans,24,0.4325972842732236,15383,24923.214186426037,0,0.27640225436475263,0.32796147,0.17
name596,37,ausbildung,1,0,MediumSkilled,IT Support,1892.0,2812.75687070254,-920.7568707025398,0.4866579654876003,1807.3579777263928,0.4632744063934979,auto loans,12,1.441921167245736,30119,33770.62185920338,1,0.5127454234753205,0.52694565,0.85
name597,37,bachelor degree,0,1,HighSkilled,Engineering,5891.0,5057.572598422324,833.4274015776764,0.0,1765.2401426629206,0.998467535425457,auto loans,24,0.1581756477822516,50005,59075.17438217077,0,0.20565867992904113,0.15124613,0.17
name598,45,ausbildung,0,0,MediumSkilled,Electrician,2122.0,1255.1952234975713,866.8047765024287,0.0,805.24180044891,0.8935014958455856,auto loans,12,0.0,44272,52902.50721528369,1,0.28061717212117615,0.34890482,0.61
name599,54,bachelor degree,2,1,HighSkilled,Research,10459.0,8136.027573236786,2322.9724267632137,0.0,5216.743566055912,0.7404882520421752,mortgages,12,0.2766776115587244,79441,110826.66155289426,1,0.8634430127847232,0.830292,0.77
name600,44,ausbildung,1,0,MediumSkilled,Nursing,2772.0,2576.143236604312,195.85676339568863,0.0,783.7038389268683,0.9186381244042784,auto loans,36,0.2120660445639176,43012,45992.20821863244,1,0.7665207805532916,0.8176334,0.88
name601,59,high school or lower,1,0,LowSkilled,Manufacturing,2316.0,1370.9511381759694,945.0488618240306,0.0,1753.304713205466,0.8855340829372973,auto loans,24,0.348987846019618,14287,14648.07533075564,0,0.6351509099433141,0.63306326,0.28
name602,48,bachelor degree,2,0,HighSkilled,Consultant,6898.0,3138.4215948060028,3759.578405193997,0.0,1535.4398740835054,0.7728403224256917,mortgages,60,0.0,26621,48581.52003399541,0,0.4369021754884427,0.41945016,0.23
name603,39,bachelor degree,1,0,HighSkilled,Doctor,3595.0,5004.65870768868,-1409.65870768868,0.3921164694544311,2606.345035874709,0.5339446470396507,auto loans,24,1.117108134509983,61772,66527.98348694968,0,0.27740988066592714,0.2506156,0.13
name604,35,bachelor degree,0,0,HighSkilled,Finance,1995.0,2180.1411315077057,-185.1411315077057,0.0928025721843136,1636.2091166606945,0.5201129721949223,simple loans,36,0.9129575178788972,59722,57129.18653024284,0,0.1214742968570989,0.11384862,0.18
name605,35,ausbildung,0,0,MediumSkilled,Artist,1433.0,1692.2019529531676,-259.2019529531676,0.1808806370922314,567.8242104216796,0.504446169989437,auto loans,60,0.5771292137996142,0,1996.7480118538788,0,0.40600705965687356,0.37613785,0.2
name606,54,bachelor degree,1,1,HighSkilled,Consultant,10252.0,8726.016648578678,1525.9833514213224,0.0,3183.659563478233,0.9388806680296258,auto loans,60,0.1616929586477673,25956,54852.30002205445,1,0.3709783778177642,0.3145552,0.66
name607,60,ausbildung,0,0,Unemployed_MediumSkilled,Teacher,2000.0,1937.8518075592071,62.148192440792855,0.0,1751.792716080742,0.6512808271289049,auto loans,60,0.8448222618199746,24000,23511.48563529291,0,0.1395860791218614,0.15671538,0.05
name608,32,high school or lower,1,1,LowSkilled,Construction,979.0,944.2961473277776,34.703852672222524,0.0,405.6762661390405,0.8350993288238133,simple loans,12,0.3789299422541552,13814,15119.728636109428,0,0.5226393819284182,0.33956045,0.31
name609,45,bachelor degree,0,3,Unemployed_HighSkilled,Research,3000.0,3315.470618204761,-315.4706182047612,0.1051568727349204,1396.1690871692497,0.5070404748782198,auto loans,48,0.5705465684580036,33151,45334.08636284006,1,0.2813722053367994,0.48038745,0.76
name610,32,high school or lower,1,1,LowSkilled,Cleaning Services,1059.0,1278.2879524645598,-219.2879524645598,0.2070707766426438,1057.1952584745993,0.4882731452316069,simple loans,24,1.2053665825676667,0,1409.3276413132553,1,0.6002439960280574,0.7153324,0.8
name611,41,high school or lower,0,0,LowSkilled,Construction,1331.0,990.9396997462547,340.06030025374514,0.0,1222.504688217944,0.4311683657350313,simple loans,12,0.6629935296500368,16289,15300.21727187733,0,0.12028661290507998,0.091636635,0.09
name612,52,high school or lower,1,1,Unemployed_LowSkilled,Construction,1000.0,814.9600309393238,185.03996906067616,0.0,705.2113365746815,0.5537430848052224,auto loans,24,0.5201713675140053,9063,11717.74631420738,0,0.45657476819684983,0.4775865,0.27
name613,59,ausbildung,0,2,MediumSkilled,Teacher,3868.0,1965.2533283852667,1902.7466716147333,0.0,2988.6772184715333,0.9092570970886034,auto loans,48,0.2807472975327817,23913,29236.44450358474,1,0.38885475315725326,0.49423686,0.61
